order_id,customer_id,platform_name,product_category_id,order_datetime,delivery_time_min,order_value_inr,delivery_delay,refund_requested,service_rating,customer_feedback,product_category_name,sla_delay,Segment,hour,weekday,date,order_hour
ORD007308,CUST1781,Swiggy Instamart,6,08-05-2025 11:29,13,757,No,0,5,"Easy to order, loved it!",Personal Care,No,At-Risk,7,Saturday,08-05-2025,11
ORD007309,CUST2253,JioMart,6,05-05-2025 20:59,13,350,No,0,1,"Horrible experience, never ordering again.",Personal Care,No,Price-only,16,Thursday,05-05-2025,20
ORD007310,CUST1738,Swiggy Instamart,3,17-05-2025 07:23,8,449,Yes,0,5,Delivery person was rude.,Snacks,No,Price-only,22,Tuesday,17-05-2025,7
ORD007311,CUST9411,Blinkit,5,04-05-2025 00:55,21,199,Yes,1,2,Packaging could be better.,Beverages,Yes,Loyalist,16,Friday,04-05-2025,0
ORD007312,CUST2763,Swiggy Instamart,6,08-05-2025 01:15,7,752,No,0,5,Delivery person was rude.,Personal Care,No,Loyalist,14,Saturday,08-05-2025,1
ORD007313,CUST9366,Swiggy Instamart,2,05-05-2025 00:50,8,520,No,0,5,Packaging could be better.,Grocery,No,Price-only,11,Saturday,05-05-2025,0
ORD007314,CUST7961,Swiggy Instamart,1,10-05-2025 10:33,9,763,No,0,5,Very satisfied with the service.,Dairy ,No,Loyalist,3,Monday,10-05-2025,10
ORD007315,CUST7766,Blinkit,1,14-05-2025 23:43,11,734,No,0,5,"Easy to order, loved it!",Dairy ,No,Price-only,17,Sunday,14-05-2025,23
ORD007316,CUST2548,Swiggy Instamart,6,05-05-2025 23:01,12,1162,Yes,0,1,Wrong item delivered.,Personal Care,No,Loyalist,8,Saturday,05-05-2025,23
ORD007317,CUST8612,Blinkit,4,04-05-2025 05:05,14,536,No,0,5,"Easy to order, loved it!",Fruits & Vegetables,No,Loyalist,19,Wednesday,04-05-2025,5
ORD007318,CUST5151,Blinkit,3,15-05-2025 10:42,13,98,Yes,0,3,Delivery person was rude.,Snacks,No,Price-only,17,Friday,15-05-2025,10
ORD007319,CUST6823,Swiggy Instamart,5,07-05-2025 21:36,12,242,Yes,0,5,"Fast delivery, great service!",Beverages,No,Price-only,20,Monday,07-05-2025,21
ORD007320,CUST5175,Blinkit,6,03-05-2025 23:48,11,139,No,0,4,Delivery person was rude.,Personal Care,No,Price-only,5,Tuesday,03-05-2025,23
ORD007321,CUST2339,JioMart,3,16-05-2025 20:18,23,68,No,0,3,Packaging could be better.,Snacks,No,Price-only,22,Sunday,16-05-2025,20
ORD007322,CUST9248,JioMart,4,10-05-2025 11:24,13,368,Yes,0,5,"Easy to order, loved it!",Fruits & Vegetables,No,Price-only,9,Wednesday,10-05-2025,11
ORD007323,CUST1266,Swiggy Instamart,5,15-05-2025 11:20,9,904,No,0,5,"Easy to order, loved it!",Beverages,No,Price-only,8,Saturday,15-05-2025,11
ORD007324,CUST2866,JioMart,5,08-05-2025 13:38,22,370,No,0,2,Delivery person was rude.,Beverages,No,Price-only,8,Wednesday,08-05-2025,13
ORD007325,CUST8583,Blinkit,6,14-05-2025 18:32,14,426,No,0,5,Excellent experience!,Personal Care,No,Loyalist,13,Saturday,14-05-2025,18
ORD007326,CUST3941,JioMart,5,04-05-2025 11:58,17,239,No,1,3,Wrong item delivered.,Beverages,No,Price-only,14,Tuesday,04-05-2025,11
ORD007327,CUST3985,Swiggy Instamart,6,09-05-2025 18:04,14,299,No,0,5,Very satisfied with the service.,Personal Care,No,Price-only,9,Sunday,09-05-2025,18
ORD007328,CUST7438,Blinkit,2,15-05-2025 00:33,13,110,No,0,5,Excellent experience!,Grocery,No,Loyalist,1,Thursday,15-05-2025,0
ORD007329,CUST1741,Blinkit,3,14-05-2025 12:38,10,289,No,0,5,Packaging could be better.,Snacks,No,Price-only,16,Sunday,14-05-2025,12
ORD007330,CUST2364,Swiggy Instamart,3,11-05-2025 15:18,10,223,No,0,1,Wrong item delivered.,Snacks,No,Price-only,11,Saturday,11-05-2025,15
ORD007331,CUST7819,JioMart,5,09-05-2025 00:07,11,104,No,0,4,"Horrible experience, never ordering again.",Beverages,No,Loyalist,20,Friday,09-05-2025,0
ORD007332,CUST5876,Swiggy Instamart,6,02-05-2025 08:20,8,99,Yes,0,5,Wrong item delivered.,Personal Care,No,Loyalist,22,Saturday,02-05-2025,8
ORD007333,CUST6143,Swiggy Instamart,4,05-05-2025 04:55,8,539,No,0,5,Excellent experience!,Fruits & Vegetables,No,Price-only,15,Tuesday,05-05-2025,4
ORD007334,CUST8454,Swiggy Instamart,2,12-05-2025 23:14,8,350,Yes,0,5,Packaging could be better.,Grocery,No,Loyalist,16,Tuesday,12-05-2025,23
ORD007335,CUST8371,JioMart,5,06-05-2025 04:49,9,2500,Yes,0,5,"Horrible experience, never ordering again.",Beverages,No,Loyalist,3,Thursday,06-05-2025,4
ORD007336,CUST5342,Swiggy Instamart,1,16-05-2025 19:09,8,776,No,0,5,"Very late delivery, not happy.",Dairy ,No,Price-only,21,Sunday,16-05-2025,19
ORD007337,CUST6592,JioMart,3,14-05-2025 15:03,14,235,No,0,2,"Not fresh, disappointed.",Snacks,No,Price-only,0,Monday,14-05-2025,15
ORD007338,CUST4066,Blinkit,3,09-05-2025 10:39,13,112,No,0,3,Items missing from order.,Snacks,No,Price-only,10,Tuesday,09-05-2025,10
ORD007339,CUST4458,Blinkit,6,16-05-2025 17:09,10,925,No,0,5,"Horrible experience, never ordering again.",Personal Care,No,Loyalist,9,Wednesday,16-05-2025,17
ORD007340,CUST4032,Blinkit,2,06-05-2025 00:05,14,326,No,0,5,"Easy to order, loved it!",Grocery,No,Loyalist,2,Sunday,06-05-2025,0
ORD007341,CUST2281,JioMart,5,02-05-2025 11:09,23,386,No,0,2,"Not fresh, disappointed.",Beverages,No,Price-only,19,Wednesday,02-05-2025,11
ORD007342,CUST5248,Swiggy Instamart,6,11-05-2025 22:17,13,110,Yes,0,4,Items missing from order.,Personal Care,No,Price-only,22,Monday,11-05-2025,22
ORD007343,CUST2742,JioMart,6,06-05-2025 12:55,23,296,No,0,2,Delivery person was rude.,Personal Care,No,Price-only,19,Thursday,06-05-2025,12
ORD007344,CUST8107,Swiggy Instamart,6,03-05-2025 00:14,11,125,No,0,4,Quick and reliable!,Personal Care,No,Loyalist,0,Wednesday,03-05-2025,0
ORD007345,CUST9755,Blinkit,2,03-05-2025 20:46,7,554,No,0,5,"Fast delivery, great service!",Grocery,No,Price-only,0,Sunday,03-05-2025,20
ORD007346,CUST1293,Blinkit,2,07-05-2025 14:52,14,139,No,0,4,Items missing from order.,Grocery,No,Price-only,22,Wednesday,07-05-2025,14
ORD007347,CUST1095,Swiggy Instamart,3,01-05-2025 08:32,21,194,Yes,1,3,"Very late delivery, not happy.",Snacks,Yes,Loyalist,18,Saturday,01-05-2025,8
ORD007348,CUST7470,Blinkit,1,12-05-2025 07:22,11,537,No,0,5,Very satisfied with the service.,Dairy ,No,Price-only,19,Sunday,12-05-2025,7
ORD007349,CUST2911,Blinkit,1,09-05-2025 05:25,8,346,No,0,5,"Very late delivery, not happy.",Dairy ,No,Price-only,7,Tuesday,09-05-2025,5
ORD007350,CUST1217,JioMart,2,05-05-2025 08:12,27,443,No,0,3,Quick and reliable!,Grocery,No,Loyalist,22,Sunday,05-05-2025,8
ORD007351,CUST3813,Blinkit,4,08-05-2025 18:52,13,419,Yes,0,5,Very satisfied with the service.,Fruits & Vegetables,No,Price-only,6,Sunday,08-05-2025,18
ORD007352,CUST8817,Swiggy Instamart,1,03-05-2025 15:19,11,207,No,0,4,Packaging could be better.,Dairy ,No,Price-only,2,Monday,03-05-2025,15
ORD007353,CUST8539,Blinkit,5,04-05-2025 10:08,11,631,No,0,4,Packaging could be better.,Beverages,No,Price-only,8,Wednesday,04-05-2025,10
ORD007354,CUST7637,Blinkit,5,01-05-2025 12:33,14,40,No,0,4,Good quality products.,Beverages,No,Loyalist,22,Tuesday,01-05-2025,12
ORD007355,CUST8974,Swiggy Instamart,5,07-05-2025 14:14,11,124,No,0,2,Delivery person was rude.,Beverages,No,Price-only,21,Wednesday,07-05-2025,14
ORD007356,CUST5961,Blinkit,4,06-05-2025 05:18,7,168,No,0,5,"Very late delivery, not happy.",Fruits & Vegetables,No,Price-only,22,Monday,06-05-2025,5
ORD007357,CUST6910,Blinkit,2,16-05-2025 05:48,9,240,No,0,5,Delivery person was rude.,Grocery,No,Price-only,7,Sunday,16-05-2025,5
ORD007358,CUST7471,Blinkit,2,08-05-2025 17:22,7,215,No,0,5,"Not fresh, disappointed.",Grocery,No,Price-only,6,Tuesday,08-05-2025,17
ORD007359,CUST5958,Blinkit,4,14-05-2025 14:27,14,143,No,0,2,"Very late delivery, not happy.",Fruits & Vegetables,No,Price-only,1,Saturday,14-05-2025,14
ORD007360,CUST2435,Swiggy Instamart,4,01-05-2025 01:50,12,280,Yes,0,5,Quick and reliable!,Fruits & Vegetables,No,Price-only,11,Monday,01-05-2025,1
ORD007361,CUST3049,Blinkit,6,06-05-2025 11:17,13,430,No,0,3,Packaging could be better.,Personal Care,No,Price-only,9,Thursday,06-05-2025,11
ORD007362,CUST3213,Swiggy Instamart,2,10-05-2025 00:44,11,783,No,0,4,"Easy to order, loved it!",Grocery,No,Price-only,5,Wednesday,10-05-2025,0
ORD007363,CUST1227,Blinkit,3,03-05-2025 18:39,11,132,No,0,4,Delivery person was rude.,Snacks,No,Loyalist,5,Tuesday,03-05-2025,18
ORD007364,CUST4126,Blinkit,3,08-05-2025 21:02,13,188,Yes,0,2,"Not fresh, disappointed.",Snacks,No,Price-only,6,Monday,08-05-2025,21
ORD007365,CUST2833,Blinkit,1,01-05-2025 12:42,7,507,No,0,5,Quick and reliable!,Dairy ,No,Loyalist,21,Friday,01-05-2025,12
ORD007366,CUST1260,Blinkit,2,13-05-2025 17:44,11,150,No,0,3,"Fast delivery, great service!",Grocery,No,Price-only,20,Tuesday,13-05-2025,17
ORD007367,CUST4083,Swiggy Instamart,2,10-05-2025 01:02,18,1017,Yes,1,3,"Horrible experience, never ordering again.",Grocery,Yes,Price-only,16,Thursday,10-05-2025,1
ORD007368,CUST1439,Swiggy Instamart,3,03-05-2025 09:39,13,347,Yes,0,4,Packaging could be better.,Snacks,No,Price-only,8,Wednesday,03-05-2025,9
ORD007369,CUST4428,Swiggy Instamart,3,12-05-2025 12:01,14,131,No,0,2,Items missing from order.,Snacks,No,Loyalist,0,Wednesday,12-05-2025,12
ORD007370,CUST8882,JioMart,5,10-05-2025 20:46,24,2500,No,0,3,Packaging could be better.,Beverages,No,Price-only,14,Tuesday,10-05-2025,20
ORD007371,CUST3378,Blinkit,3,11-05-2025 11:19,12,491,Yes,0,4,"Horrible experience, never ordering again.",Snacks,No,Loyalist,7,Friday,11-05-2025,11
ORD007372,CUST4961,Blinkit,4,10-05-2025 17:04,15,112,No,0,4,Good quality products.,Fruits & Vegetables,No,Price-only,14,Tuesday,10-05-2025,17
ORD007373,CUST8139,Swiggy Instamart,4,13-05-2025 22:48,7,563,No,0,5,"Not fresh, disappointed.",Fruits & Vegetables,No,Price-only,0,Wednesday,13-05-2025,22
ORD007374,CUST9824,JioMart,2,16-05-2025 21:51,13,490,Yes,0,5,"Easy to order, loved it!",Grocery,No,Price-only,22,Monday,16-05-2025,21
ORD007375,CUST4127,Blinkit,3,03-05-2025 05:51,7,131,No,0,5,"Fast delivery, great service!",Snacks,No,Price-only,7,Thursday,03-05-2025,5
ORD007376,CUST2410,Swiggy Instamart,2,15-05-2025 20:35,21,735,Yes,1,3,"Horrible experience, never ordering again.",Grocery,Yes,Price-only,18,Sunday,15-05-2025,20
ORD007377,CUST5930,Blinkit,6,11-05-2025 04:23,14,167,No,0,5,Good quality products.,Personal Care,No,Price-only,0,Saturday,11-05-2025,4
ORD007378,CUST8592,Blinkit,4,14-05-2025 01:15,9,80,No,0,5,"Not fresh, disappointed.",Fruits & Vegetables,No,Promisable,7,Sunday,14-05-2025,1
ORD007379,CUST3427,Swiggy Instamart,1,03-05-2025 18:57,13,372,No,0,4,Packaging could be better.,Dairy ,No,Price-only,17,Saturday,03-05-2025,18
ORD007380,CUST8765,Swiggy Instamart,5,07-05-2025 16:23,11,716,No,0,4,Items missing from order.,Beverages,No,Price-only,15,Tuesday,07-05-2025,16
ORD007381,CUST7912,Blinkit,6,16-05-2025 09:06,11,150,No,0,5,"Easy to order, loved it!",Personal Care,No,Price-only,0,Monday,16-05-2025,9
ORD007382,CUST1357,Blinkit,1,09-05-2025 20:56,11,138,No,1,4,Wrong item delivered.,Dairy ,No,Price-only,17,Tuesday,09-05-2025,20
ORD007383,CUST2908,Swiggy Instamart,5,01-05-2025 14:14,13,567,No,0,4,Good quality products.,Beverages,No,Loyalist,11,Sunday,01-05-2025,14
ORD007384,CUST3721,Blinkit,6,01-05-2025 09:29,11,150,No,1,5,Wrong item delivered.,Personal Care,No,Loyalist,20,Tuesday,01-05-2025,9
ORD007385,CUST3497,Blinkit,6,12-05-2025 22:55,12,736,No,0,5,"Fast delivery, great service!",Personal Care,No,Price-only,2,Friday,12-05-2025,22
ORD007386,CUST8295,Swiggy Instamart,1,04-05-2025 18:00,14,529,No,0,5,Quick and reliable!,Dairy ,No,Loyalist,23,Saturday,04-05-2025,18
ORD007387,CUST8947,Blinkit,1,14-05-2025 09:29,9,549,No,0,5,Quick and reliable!,Dairy ,No,Price-only,12,Tuesday,14-05-2025,9
ORD007388,CUST8724,Blinkit,6,05-05-2025 17:35,16,399,Yes,0,3,"Very late delivery, not happy.",Personal Care,No,At-Risk,8,Saturday,05-05-2025,17
ORD007389,CUST1321,JioMart,1,14-05-2025 14:20,14,353,Yes,0,2,Delivery person was rude.,Dairy ,No,Price-only,5,Sunday,14-05-2025,14
ORD007390,CUST8364,Swiggy Instamart,1,13-05-2025 05:43,7,608,No,0,5,"Not fresh, disappointed.",Dairy ,No,Loyalist,11,Saturday,13-05-2025,5
ORD007391,CUST4975,Blinkit,5,05-05-2025 21:21,14,921,No,0,4,Packaging could be better.,Beverages,No,Price-only,16,Monday,05-05-2025,21
ORD007392,CUST4298,JioMart,5,16-05-2025 07:46,13,184,No,0,2,Delivery person was rude.,Beverages,No,Price-only,8,Friday,16-05-2025,7
ORD007393,CUST5830,JioMart,5,11-05-2025 08:20,23,213,No,0,2,Delivery person was rude.,Beverages,No,Price-only,17,Tuesday,11-05-2025,8
ORD007394,CUST7418,Blinkit,4,12-05-2025 00:07,11,691,No,0,4,"Not fresh, disappointed.",Fruits & Vegetables,No,Price-only,21,Saturday,12-05-2025,0
ORD007395,CUST1834,Blinkit,4,15-05-2025 08:29,12,80,No,0,5,Very satisfied with the service.,Fruits & Vegetables,No,Loyalist,8,Monday,15-05-2025,8
ORD007396,CUST6469,JioMart,1,09-05-2025 00:57,26,350,Yes,0,3,"Not fresh, disappointed.",Dairy ,No,Price-only,22,Thursday,09-05-2025,0
ORD007397,CUST1129,JioMart,1,16-05-2025 13:23,12,1899,Yes,0,5,Very satisfied with the service.,Dairy ,No,Price-only,3,Saturday,16-05-2025,13
ORD007398,CUST2682,JioMart,6,10-05-2025 22:41,21,524,No,0,1,Wrong item delivered.,Personal Care,No,Price-only,12,Thursday,10-05-2025,22
ORD007399,CUST8074,Blinkit,6,07-05-2025 13:28,13,173,Yes,0,5,Quick and reliable!,Personal Care,No,Loyalist,5,Sunday,07-05-2025,13
ORD007400,CUST7810,Blinkit,2,14-05-2025 06:34,13,1344,No,0,5,"Easy to order, loved it!",Grocery,No,Loyalist,19,Tuesday,14-05-2025,6
ORD007401,CUST9121,JioMart,4,08-05-2025 13:52,13,199,No,0,1,Wrong item delivered.,Fruits & Vegetables,No,Price-only,9,Monday,08-05-2025,13
ORD007402,CUST5764,Swiggy Instamart,2,17-05-2025 00:19,8,598,No,0,5,"Easy to order, loved it!",Grocery,No,Loyalist,1,Friday,17-05-2025,0
ORD007403,CUST1606,Swiggy Instamart,5,16-05-2025 05:35,13,110,No,0,5,Quick and reliable!,Beverages,No,Loyalist,1,Tuesday,16-05-2025,5
ORD007404,CUST8987,Blinkit,4,10-05-2025 00:26,14,584,No,0,4,Delivery person was rude.,Fruits & Vegetables,No,Price-only,17,Saturday,10-05-2025,0
ORD007405,CUST7548,Swiggy Instamart,3,17-05-2025 10:30,9,230,No,0,5,"Fast delivery, great service!",Snacks,No,Price-only,19,Tuesday,17-05-2025,10
ORD007406,CUST8964,Swiggy Instamart,4,04-05-2025 04:12,11,267,Yes,0,4,"Horrible experience, never ordering again.",Fruits & Vegetables,No,Price-only,10,Sunday,04-05-2025,4
ORD007407,CUST9410,Swiggy Instamart,5,14-05-2025 07:40,11,466,No,0,4,Wrong item delivered.,Beverages,No,Price-only,11,Wednesday,14-05-2025,7
ORD007408,CUST8993,Blinkit,3,17-05-2025 22:05,11,80,No,0,5,"Fast delivery, great service!",Snacks,No,Price-only,16,Saturday,17-05-2025,22
ORD007409,CUST4799,Swiggy Instamart,5,06-05-2025 17:11,8,848,No,0,5,Wrong item delivered.,Beverages,No,Price-only,21,Saturday,06-05-2025,17
ORD007410,CUST1994,Blinkit,1,11-05-2025 04:25,11,182,No,0,5,Quick and reliable!,Dairy ,No,Price-only,20,Thursday,11-05-2025,4
ORD007411,CUST9655,JioMart,4,07-05-2025 12:01,11,255,No,0,4,"Fast delivery, great service!",Fruits & Vegetables,No,Loyalist,17,Monday,07-05-2025,12
ORD007412,CUST1311,Swiggy Instamart,1,17-05-2025 11:20,11,348,No,0,4,"Not fresh, disappointed.",Dairy ,No,Price-only,15,Thursday,17-05-2025,11
ORD007413,CUST7914,Blinkit,4,05-05-2025 22:43,14,488,No,0,5,Very satisfied with the service.,Fruits & Vegetables,No,Price-only,12,Friday,05-05-2025,22
ORD007414,CUST6174,Swiggy Instamart,6,13-05-2025 21:08,21,125,Yes,1,3,Quick and reliable!,Personal Care,Yes,Price-only,14,Saturday,13-05-2025,21
ORD007415,CUST2040,JioMart,4,15-05-2025 19:42,23,492,No,0,4,Good quality products.,Fruits & Vegetables,No,Price-only,1,Thursday,15-05-2025,19
ORD007416,CUST5388,Blinkit,4,15-05-2025 09:05,14,306,No,0,3,Packaging could be better.,Fruits & Vegetables,No,Price-only,15,Monday,15-05-2025,9
ORD007417,CUST7834,Blinkit,3,09-05-2025 11:59,13,152,Yes,0,2,Items missing from order.,Snacks,No,Price-only,9,Monday,09-05-2025,11
ORD007418,CUST8755,Blinkit,6,12-05-2025 18:46,5,799,No,0,5,"Very late delivery, not happy.",Personal Care,No,Price-only,13,Saturday,12-05-2025,18
ORD007419,CUST2915,Blinkit,6,16-05-2025 10:08,21,139,Yes,1,3,Delivery person was rude.,Personal Care,Yes,Loyalist,3,Saturday,16-05-2025,10
ORD007420,CUST9106,JioMart,2,15-05-2025 01:00,12,269,Yes,0,5,Very satisfied with the service.,Grocery,No,Loyalist,20,Tuesday,15-05-2025,1
ORD007421,CUST6681,Blinkit,2,14-05-2025 11:28,13,1471,No,0,4,"Horrible experience, never ordering again.",Grocery,No,Price-only,13,Saturday,14-05-2025,11
ORD007422,CUST8345,Blinkit,2,14-05-2025 17:37,14,150,No,0,3,Very satisfied with the service.,Grocery,No,Price-only,12,Monday,14-05-2025,17
ORD007423,CUST8147,JioMart,4,14-05-2025 16:41,23,199,No,0,1,Wrong item delivered.,Fruits & Vegetables,No,At-Risk,7,Thursday,14-05-2025,16
ORD007424,CUST1340,Swiggy Instamart,3,05-05-2025 05:59,9,87,No,0,5,Good quality products.,Snacks,No,Price-only,5,Wednesday,05-05-2025,5
ORD007425,CUST3643,JioMart,2,14-05-2025 23:12,23,139,No,0,1,Wrong item delivered.,Grocery,No,Loyalist,15,Thursday,14-05-2025,23
ORD007426,CUST5718,Blinkit,4,11-05-2025 13:24,13,285,No,0,5,Excellent experience!,Fruits & Vegetables,No,Loyalist,15,Sunday,11-05-2025,13
ORD007427,CUST4149,Swiggy Instamart,3,04-05-2025 11:57,11,262,Yes,0,4,"Very late delivery, not happy.",Snacks,No,Price-only,1,Monday,04-05-2025,11
ORD007428,CUST8688,JioMart,5,03-05-2025 08:01,18,155,No,0,1,Wrong item delivered.,Beverages,No,Price-only,15,Tuesday,03-05-2025,8
ORD007429,CUST6633,Swiggy Instamart,3,01-05-2025 04:35,12,302,Yes,0,4,Delivery person was rude.,Snacks,No,Loyalist,12,Monday,01-05-2025,4
ORD007430,CUST8178,Swiggy Instamart,1,09-05-2025 19:17,7,520,No,0,5,Quick and reliable!,Dairy ,No,Price-only,21,Wednesday,09-05-2025,19
ORD007431,CUST4802,Blinkit,3,13-05-2025 18:18,13,153,Yes,0,5,"Easy to order, loved it!",Snacks,No,Price-only,6,Friday,13-05-2025,18
ORD007432,CUST9317,Swiggy Instamart,4,03-05-2025 13:03,11,236,No,0,1,"Horrible experience, never ordering again.",Fruits & Vegetables,No,Price-only,5,Sunday,03-05-2025,13
ORD007433,CUST4599,Swiggy Instamart,2,12-05-2025 23:41,17,759,No,1,1,Wrong item delivered.,Grocery,Yes,Price-only,6,Sunday,12-05-2025,23
ORD007434,CUST6556,Blinkit,5,11-05-2025 05:30,13,40,No,0,5,"Easy to order, loved it!",Beverages,No,Loyalist,3,Tuesday,11-05-2025,5
ORD007435,CUST8675,Blinkit,2,07-05-2025 10:39,15,40,No,0,3,Wrong item delivered.,Grocery,No,Price-only,13,Sunday,07-05-2025,10
ORD007436,CUST3148,Blinkit,3,17-05-2025 04:45,14,336,No,0,3,"Very late delivery, not happy.",Snacks,No,Price-only,10,Wednesday,17-05-2025,4
ORD007437,CUST5806,Swiggy Instamart,1,16-05-2025 16:01,10,547,No,0,5,Quick and reliable!,Dairy ,No,Loyalist,20,Monday,16-05-2025,16
ORD007438,CUST7395,Swiggy Instamart,6,16-05-2025 23:26,10,571,No,0,4,"Not fresh, disappointed.",Personal Care,No,Price-only,0,Wednesday,16-05-2025,23
ORD007439,CUST7829,Swiggy Instamart,1,06-05-2025 18:23,7,348,No,0,5,Wrong item delivered.,Dairy ,No,Price-only,22,Sunday,06-05-2025,18
ORD007440,CUST6902,Blinkit,1,09-05-2025 21:45,13,80,No,0,5,Very satisfied with the service.,Dairy ,No,Loyalist,11,Sunday,09-05-2025,21
ORD007441,CUST8738,JioMart,3,16-05-2025 15:15,23,130,No,0,3,Packaging could be better.,Snacks,No,Price-only,16,Monday,16-05-2025,15
ORD007442,CUST3654,Swiggy Instamart,6,12-05-2025 07:28,11,99,No,0,4,Packaging could be better.,Personal Care,No,Price-only,22,Sunday,12-05-2025,7
ORD007443,CUST4394,JioMart,3,14-05-2025 20:19,29,336,Yes,1,1,"Fast delivery, great service!",Snacks,Yes,Price-only,7,Saturday,14-05-2025,20
ORD007444,CUST5627,Blinkit,6,17-05-2025 08:31,14,50,No,0,4,"Easy to order, loved it!",Personal Care,No,Price-only,5,Sunday,17-05-2025,8
ORD007445,CUST2412,Swiggy Instamart,3,14-05-2025 07:29,19,116,No,0,2,Items missing from order.,Snacks,Yes,Price-only,17,Monday,14-05-2025,7
ORD007446,CUST8911,JioMart,5,08-05-2025 16:09,24,203,No,0,3,Delivery person was rude.,Beverages,No,Price-only,19,Tuesday,08-05-2025,16
ORD007447,CUST3115,Swiggy Instamart,4,05-05-2025 22:12,10,168,No,0,5,Quick and reliable!,Fruits & Vegetables,No,Price-only,20,Sunday,05-05-2025,22
ORD007448,CUST3839,Swiggy Instamart,2,07-05-2025 00:32,8,472,No,0,5,Excellent experience!,Grocery,No,Loyalist,10,Wednesday,07-05-2025,0
ORD007449,CUST4268,Swiggy Instamart,1,11-05-2025 10:17,7,493,No,0,5,"Fast delivery, great service!",Dairy ,No,Loyalist,19,Tuesday,11-05-2025,10
ORD007450,CUST3561,JioMart,6,12-05-2025 19:39,23,277,No,0,5,Excellent experience!,Personal Care,No,Price-only,15,Saturday,12-05-2025,19
ORD007451,CUST9063,Blinkit,5,15-05-2025 22:05,11,563,No,0,4,"Not fresh, disappointed.",Beverages,No,Price-only,0,Sunday,15-05-2025,22
ORD007452,CUST2653,Swiggy Instamart,6,16-05-2025 04:49,18,690,Yes,1,3,"Very late delivery, not happy.",Personal Care,Yes,Price-only,1,Tuesday,16-05-2025,4
ORD007453,CUST7815,Blinkit,1,17-05-2025 06:30,13,428,No,0,3,Packaging could be better.,Dairy ,No,Loyalist,8,Saturday,17-05-2025,6
ORD007454,CUST9089,Blinkit,1,10-05-2025 19:25,13,107,Yes,0,4,Good quality products.,Dairy ,No,Price-only,8,Monday,10-05-2025,19
ORD007455,CUST5975,JioMart,4,02-05-2025 09:12,23,52,No,0,4,"Very late delivery, not happy.",Fruits & Vegetables,No,Price-only,3,Monday,02-05-2025,9
ORD007456,CUST4845,JioMart,4,05-05-2025 15:47,14,155,No,0,5,"Fast delivery, great service!",Fruits & Vegetables,No,Price-only,14,Tuesday,05-05-2025,15
ORD007457,CUST4431,Blinkit,4,10-05-2025 04:36,10,454,No,0,5,"Easy to order, loved it!",Fruits & Vegetables,No,Promisable,22,Sunday,10-05-2025,4
ORD007458,CUST1770,Swiggy Instamart,1,09-05-2025 16:42,8,686,Yes,0,5,"Not fresh, disappointed.",Dairy ,No,Loyalist,14,Saturday,09-05-2025,16
ORD007459,CUST1297,Blinkit,6,05-05-2025 13:31,13,139,Yes,0,5,Quick and reliable!,Personal Care,No,Loyalist,8,Saturday,05-05-2025,13
ORD007460,CUST6878,Swiggy Instamart,6,13-05-2025 21:21,6,483,No,0,5,Quick and reliable!,Personal Care,No,Price-only,10,Tuesday,13-05-2025,21
ORD007461,CUST5273,Swiggy Instamart,3,05-05-2025 13:24,17,102,No,1,2,"Very late delivery, not happy.",Snacks,Yes,Loyalist,10,Monday,05-05-2025,13
ORD007462,CUST6849,Swiggy Instamart,4,05-05-2025 15:56,14,661,No,0,5,Very satisfied with the service.,Fruits & Vegetables,No,Promisable,18,Thursday,05-05-2025,15
ORD007463,CUST3598,Blinkit,2,11-05-2025 22:45,8,491,No,0,5,"Very late delivery, not happy.",Grocery,No,Price-only,1,Monday,11-05-2025,22
ORD007464,CUST3862,Swiggy Instamart,5,14-05-2025 10:32,12,416,Yes,0,3,Packaging could be better.,Beverages,No,Price-only,2,Tuesday,14-05-2025,10
ORD007465,CUST9248,Blinkit,4,03-05-2025 15:02,14,160,No,0,5,Quick and reliable!,Fruits & Vegetables,No,Price-only,14,Tuesday,03-05-2025,15
ORD007466,CUST1523,Blinkit,5,04-05-2025 05:00,15,530,No,0,5,Very satisfied with the service.,Beverages,No,Price-only,14,Saturday,04-05-2025,5
ORD007467,CUST2043,Swiggy Instamart,4,14-05-2025 22:46,13,76,Yes,0,2,"Not fresh, disappointed.",Fruits & Vegetables,No,Price-only,16,Friday,14-05-2025,22
ORD007468,CUST6533,Swiggy Instamart,2,12-05-2025 05:51,13,343,Yes,0,4,Quick and reliable!,Grocery,No,Price-only,2,Saturday,12-05-2025,5
ORD007469,CUST8055,Swiggy Instamart,3,14-05-2025 10:28,9,111,No,0,5,Excellent experience!,Snacks,No,Price-only,15,Saturday,14-05-2025,10
ORD007470,CUST2867,Swiggy Instamart,3,14-05-2025 05:16,14,178,No,0,2,Items missing from order.,Snacks,No,Price-only,8,Saturday,14-05-2025,5
ORD007471,CUST4714,Blinkit,1,16-05-2025 04:29,13,679,No,0,4,Good quality products.,Dairy ,No,Price-only,22,Sunday,16-05-2025,4
ORD007472,CUST2977,Swiggy Instamart,5,02-05-2025 07:46,10,663,No,0,5,Quick and reliable!,Beverages,No,Price-only,19,Monday,02-05-2025,7
ORD007473,CUST4671,Swiggy Instamart,1,03-05-2025 15:11,8,106,No,0,5,"Horrible experience, never ordering again.",Dairy ,No,Price-only,22,Saturday,03-05-2025,15
