age,account_age_days,customer_segment,country,platform,device_type,payment_method,product_category,avg_order_value_usd,is_high_value_item,discount_used,order_date,return_date,days_to_return,return_reason,shipping_carrier,multiple_accounts_flag,wishlist_to_cart_time_hrs,total_returns_lifetime,total_orders_lifetime,return_rate_pct,customer_support_contacts,previous_dispute_count,refund_amount_requested_usd,customer_return_count_prior,returns_last_30d_prior,returns_last_90d_prior,total_returns_lifetime_prior,abuse_label
65,2380,Silver,BR,Mobile App,iPad,PayPal,Sports,137.88,0,0,2022-10-26,2022-10-29,3,Too Small,DHL,0,62.0,1,11,9.1,1,0,126.54,0,0,0,0,0
40,2105,Bronze,US,Mobile App,Android,Crypto,Electronics,116.65,0,0,2022-01-21,2022-02-15,25,Defective/Broken,USPS,0,11.0,3,37,8.1,0,1,112.29,0,0,0,0,0
51,1447,Bronze,FR,Tablet App,iPhone,Credit Card,Books,66.0,0,0,2022-08-11,2022-08-25,14,Quality Issue,OnTrac,0,8.3,9,79,11.4,1,0,54.98,0,0,0,0,0
32,919,Silver,US,Mobile App,iPhone,Credit Card,Toys,247.52,1,1,2023-08-20,2023-08-31,11,Wrong Item Sent,OnTrac,0,22.7,2,44,4.5,1,1,222.98,0,0,0,0,0
37,405,Silver,US,Tablet App,iPhone,PayPal,Home & Kitchen,22.75,0,0,2023-08-29,2023-09-01,3,Gift Duplicate,OnTrac,0,42.9,2,15,13.3,0,0,21.23,0,0,0,0,0
47,1613,Gold,BR,Mobile App,MacBook,Credit Card,Clothing,38.1,0,0,2023-03-02,2023-03-27,25,Gift Duplicate,DHL,0,57.2,1,76,1.3,0,1,32.79,0,0,0,0,0
51,1908,Bronze,US,Tablet App,Windows PC,PayPal,Electronics,20.27,0,1,2022-12-16,2022-12-19,3,Too Large,DHL,0,17.7,10,79,12.7,0,0,19.61,0,0,0,0,0
32,1801,Bronze,BR,Mobile App,Android,PayPal,Electronics,294.73,1,0,2023-07-23,2023-08-03,11,Wrong Item Sent,FedEx,0,13.9,0,6,0.0,0,0,270.9,0,0,0,0,0
61,2067,Bronze,FR,Mobile App,MacBook,Buy Now Pay Later,Tools,231.91,1,0,2023-04-10,2023-04-13,3,Arrived Late,FedEx,0,6.1,4,46,8.7,1,0,231.62,0,0,0,0,0
50,276,New,CA,Mobile App,MacBook,PayPal,Home & Kitchen,113.14,0,0,2023-05-20,2023-06-05,16,Not As Described,UPS,0,57.9,9,71,12.7,1,0,94.07,0,0,0,0,0
29,130,Gold,AU,Mobile App,Android,Buy Now Pay Later,Beauty,141.69,0,1,2022-12-08,2022-12-20,12,Wrong Item Sent,OnTrac,1,23.1,20,28,71.4,6,3,133.21,0,0,0,0,1
38,617,Silver,US,Web Browser,iPhone,Credit Card,Beauty,56.66,0,0,2023-02-02,2023-02-07,5,Not As Described,OnTrac,0,35.3,4,40,10.0,1,0,46.86,0,0,0,0,0
29,47,Silver,US,Mobile App,Windows PC,Credit Card,Sports,150.49,0,0,2022-11-06,2022-11-22,16,Too Small,USPS,1,0.7,23,54,42.6,6,2,148.19,0,0,0,0,1
63,2296,Silver,DE,Tablet App,Android,Credit Card,Beauty,234.37,1,0,2022-09-10,2022-09-29,19,Not As Described,DHL,0,47.8,5,50,10.0,1,1,229.69,0,0,0,0,0
37,628,Silver,AU,Mobile App,iPhone,PayPal,Jewelry,177.42,0,1,2022-03-10,2022-04-05,26,Not As Described,OnTrac,0,21.6,11,80,13.8,0,0,161.72,0,0,0,0,0
20,147,Silver,AU,Web Browser,Android,Debit Card,Shoes,80.28,0,0,2022-08-26,2022-09-08,13,Wrong Item Sent,UPS,0,41.3,0,21,0.0,1,1,67.07,0,0,0,0,0
53,1244,Platinum,IN,Mobile App,iPhone,PayPal,Shoes,493.69,1,1,2023-05-10,2023-06-25,46,Accidental Order,DHL,0,2.8,9,37,24.3,3,3,459.53,0,0,0,0,3
32,2142,Bronze,US,Mobile App,iPad,Credit Card,Shoes,214.75,1,0,2023-03-27,2023-04-02,6,Not As Described,UPS,0,67.2,0,12,0.0,1,0,208.13,0,0,0,0,0
30,1921,New,US,Web Browser,Android,Buy Now Pay Later,Clothing,129.82,0,1,2023-02-13,2023-04-04,50,Changed Mind,USPS,0,3.0,3,11,27.3,5,5,124.18,0,0,0,0,3
23,893,Bronze,US,Web Browser,iPad,Credit Card,Sports,107.75,0,0,2022-12-31,2023-01-10,10,Wrong Item Sent,UPS,0,11.2,1,43,2.3,1,1,93.69,0,0,0,0,0
57,1116,Gold,DE,Tablet App,Windows PC,Credit Card,Clothing,78.48,0,0,2023-09-16,2023-10-15,29,Found Better Price,FedEx,0,24.6,0,14,0.0,0,0,70.15,0,0,0,0,0
26,1640,Platinum,US,Web Browser,iPad,PayPal,Beauty,104.15,0,1,2022-12-13,2023-01-11,29,Changed Mind,USPS,0,32.1,20,38,52.6,3,5,95.73,0,0,0,0,1
40,924,Bronze,DE,Tablet App,iPhone,Buy Now Pay Later,Clothing,269.78,1,1,2022-04-21,2022-04-27,6,Quality Issue,USPS,0,46.7,3,40,7.5,0,1,240.99,0,0,0,0,0
66,418,New,GB,Tablet App,iPad,PayPal,Clothing,270.04,1,0,2023-08-31,2023-09-17,17,Arrived Late,UPS,0,14.2,0,7,0.0,1,0,250.75,0,0,0,0,0
51,1834,Bronze,US,Tablet App,iPad,Debit Card,Home & Kitchen,179.27,0,1,2022-01-07,2022-01-08,1,Too Small,OnTrac,1,62.0,12,19,63.2,3,0,179.22,0,0,0,0,1
59,2338,New,US,Mobile App,iPhone,PayPal,Jewelry,84.45,0,1,2023-07-02,2023-07-30,28,Too Small,OnTrac,0,7.3,4,63,6.3,1,1,70.57,0,0,0,0,0
38,1540,New,IN,Mobile App,MacBook,Debit Card,Beauty,56.08,0,1,2022-12-31,2023-01-25,25,Changed Mind,DHL,0,26.8,20,33,60.6,2,1,53.91,0,0,0,0,1
37,1173,New,FR,Web Browser,iPad,Debit Card,Clothing,55.22,0,0,2022-03-22,2022-04-20,29,Item Not Received,DHL,0,18.1,9,68,13.2,1,0,52.33,0,0,0,0,0
69,760,Gold,IN,Mobile App,Android,PayPal,Electronics,87.75,0,0,2022-04-28,2022-05-18,20,Not As Described,DHL,0,57.2,0,70,0.0,1,1,72.83,0,0,0,0,0
23,597,New,US,Tablet App,iPad,PayPal,Electronics,143.16,0,0,2022-10-06,2022-10-18,12,Quality Issue,DHL,0,13.5,7,54,13.0,0,1,133.84,0,0,0,0,0
19,1812,Bronze,AU,Mobile App,Android,Gift Card,Shoes,241.76,1,0,2023-01-13,2023-01-19,6,Too Small,DHL,0,51.5,0,11,0.0,1,1,237.69,0,0,0,0,0
45,1322,Silver,US,Web Browser,iPad,Credit Card,Clothing,40.41,0,1,2023-05-31,2023-06-27,27,Changed Mind,USPS,0,6.9,77,113,68.1,5,3,38.97,1,0,0,1,1
65,52,New,BR,Mobile App,Windows PC,Buy Now Pay Later,Clothing,270.87,1,1,2022-08-30,2022-09-20,21,Wrong Item Sent,DHL,0,22.5,3,58,5.2,0,1,243.39,0,0,0,0,0
53,468,Bronze,US,Tablet App,Windows PC,Debit Card,Jewelry,27.65,0,1,2022-05-12,2022-05-31,19,Defective/Broken,DHL,0,64.8,1,8,12.5,1,1,23.96,0,0,0,0,0
18,1135,Silver,US,Web Browser,MacBook,Buy Now Pay Later,Clothing,459.47,1,1,2022-12-26,2022-12-31,5,Not As Described,DHL,1,2.3,18,48,37.5,2,0,458.52,0,0,0,0,2
32,1624,Bronze,US,Web Browser,iPhone,Credit Card,Furniture,263.46,1,1,2022-01-23,2022-02-01,9,Defective/Broken,OnTrac,0,43.5,1,39,2.6,0,1,226.63,0,0,0,0,0
29,2015,Gold,US,Tablet App,Android,PayPal,Shoes,126.12,0,0,2022-11-04,2022-11-06,2,Accidental Order,USPS,0,48.7,0,64,0.0,0,0,105.97,0,0,0,0,0
21,1623,New,DE,Web Browser,iPhone,PayPal,Clothing,248.19,1,0,2022-07-17,2022-07-27,10,Not As Described,OnTrac,0,51.3,3,46,6.5,1,0,233.52,0,0,0,0,0
65,1012,Bronze,CA,Web Browser,Windows PC,Credit Card,Shoes,145.46,0,0,2023-08-22,2023-09-06,15,Too Small,DHL,0,50.9,0,1,0.0,0,0,137.22,0,0,0,0,0
39,1589,Bronze,US,Tablet App,Windows PC,Buy Now Pay Later,Beauty,748.04,1,0,2022-07-27,2022-07-31,4,Not As Described,OnTrac,1,4.6,22,34,64.7,3,4,778.33,0,0,0,0,2
62,1464,New,FR,Mobile App,iPhone,PayPal,Shoes,615.38,1,0,2022-11-30,2022-12-01,1,Not As Described,OnTrac,1,0.8,8,20,40.0,3,0,632.16,0,0,0,0,2
21,1400,New,FR,Tablet App,Android,Credit Card,Grocery,220.71,1,0,2023-08-26,2023-09-07,12,Gift Duplicate,UPS,0,13.4,3,42,7.1,1,1,200.89,0,0,0,0,0
57,2068,Gold,IN,Web Browser,Android,Gift Card,Shoes,66.25,0,0,2022-12-19,2023-01-13,25,Not As Described,DHL,0,38.8,4,48,8.3,1,0,60.85,0,0,0,0,0
66,549,Bronze,US,Mobile App,Windows PC,Debit Card,Sports,228.45,1,0,2023-06-17,2023-07-12,25,Wrong Item Sent,OnTrac,0,62.5,1,25,4.0,1,1,219.04,1,0,0,1,0
50,552,Bronze,US,Mobile App,Android,Credit Card,Clothing,180.48,0,0,2023-09-19,2023-10-14,25,Not As Described,OnTrac,0,54.6,4,42,9.5,0,1,170.36,0,0,0,0,0
33,1127,New,AU,Mobile App,iPhone,Credit Card,Beauty,230.54,1,0,2022-12-07,2022-12-26,19,Gift Duplicate,DHL,0,64.6,9,74,12.2,0,1,201.01,0,0,0,0,0
19,2102,Bronze,US,Tablet App,iPhone,PayPal,Shoes,155.35,0,0,2022-10-14,2022-10-26,12,Arrived Late,FedEx,0,1.9,0,15,0.0,1,0,153.87,0,0,0,0,0
32,2292,Platinum,US,Web Browser,Windows PC,Credit Card,Toys,493.49,1,1,2022-06-28,2022-07-01,3,Gift Duplicate,FedEx,1,2.4,4,7,57.1,6,1,469.85,0,0,0,0,2
50,1423,Platinum,GB,Tablet App,Android,Buy Now Pay Later,Electronics,570.92,1,0,2022-12-16,2022-12-20,4,Found Better Price,USPS,1,2.3,12,27,44.4,3,4,550.28,0,0,0,0,2
45,377,Bronze,GB,Tablet App,Windows PC,PayPal,Electronics,22.27,0,0,2022-04-10,2022-05-01,21,Wrong Item Sent,OnTrac,0,34.5,0,5,0.0,1,1,22.26,0,0,0,0,0
64,490,Silver,US,Tablet App,MacBook,Credit Card,Shoes,171.24,0,0,2023-11-16,2023-11-26,10,Not As Described,FedEx,0,5.3,0,25,0.0,0,0,138.15,0,0,0,0,0
48,24,Gold,US,Mobile App,Windows PC,PayPal,Home & Kitchen,190.77,0,1,2022-01-19,2022-01-21,2,Too Small,FedEx,1,9.5,23,33,69.7,1,5,186.76,0,0,0,0,1
22,2107,Silver,US,Tablet App,Android,PayPal,Beauty,94.27,0,1,2022-12-27,2022-12-30,3,Found Better Price,OnTrac,0,2.2,6,13,46.2,6,1,92.05,0,0,0,0,2
66,2338,Gold,DE,Web Browser,iPhone,Credit Card,Beauty,588.39,1,1,2022-05-30,2022-06-01,2,Accidental Order,DHL,0,2.2,22,36,61.1,5,5,590.98,0,0,0,0,2
19,772,Gold,US,Tablet App,iPad,Crypto,Books,227.0,1,1,2023-02-06,2023-03-06,28,Quality Issue,OnTrac,0,2.5,27,55,49.1,5,2,213.4,0,0,0,0,3
39,1128,Platinum,US,Mobile App,iPad,PayPal,Clothing,433.48,1,0,2022-10-17,2022-12-10,54,Too Large,OnTrac,0,0.8,2,6,33.3,2,4,392.85,0,0,0,0,3
33,305,New,US,Web Browser,iPhone,PayPal,Tools,100.24,0,1,2022-04-27,2022-05-12,15,Too Small,OnTrac,0,2.6,9,12,75.0,6,5,100.2,0,0,0,0,1
62,731,Gold,AU,Tablet App,Android,Crypto,Clothing,281.84,1,0,2022-07-28,2022-08-19,22,Defective/Broken,OnTrac,0,2.8,2,53,3.8,0,0,254.79,0,0,0,0,0
36,1265,Bronze,FR,Web Browser,Android,PayPal,Home & Kitchen,31.57,0,0,2023-03-07,2023-03-17,10,Accidental Order,DHL,0,3.4,38,56,67.9,5,3,30.42,0,0,0,0,1
33,2329,Silver,IN,Web Browser,Android,Debit Card,Electronics,62.27,0,0,2022-02-26,2022-03-17,19,Defective/Broken,USPS,1,10.1,58,88,65.9,4,3,56.69,0,0,0,0,1
35,52,New,BR,Mobile App,iPhone,Credit Card,Beauty,172.49,0,0,2022-09-24,2022-10-15,21,Gift Duplicate,USPS,0,64.1,7,69,10.1,1,1,145.19,1,0,0,1,0
58,1861,Gold,CA,Tablet App,iPhone,Buy Now Pay Later,Home & Kitchen,175.07,0,0,2022-12-08,2023-01-06,29,Too Small,DHL,0,47.3,45,72,62.5,1,4,166.24,0,0,0,0,1
28,1376,Silver,US,Mobile App,iPhone,Debit Card,Home & Kitchen,144.3,0,0,2023-01-22,2023-02-18,27,Item Not Received,FedEx,0,52.7,1,20,5.0,0,0,123.54,0,0,0,0,0
43,170,New,FR,Tablet App,iPhone,Buy Now Pay Later,Electronics,568.91,1,0,2022-06-10,2022-06-14,4,Item Not Received,UPS,1,2.3,27,46,58.7,2,0,557.59,0,0,0,0,2
48,1195,Silver,GB,Web Browser,MacBook,PayPal,Toys,128.6,0,0,2022-01-13,2022-01-25,12,Defective/Broken,USPS,0,36.4,4,32,12.5,0,1,119.08,0,0,0,0,0
65,2394,Silver,IN,Web Browser,Android,Credit Card,Toys,250.0,1,0,2022-02-18,2022-03-18,28,Defective/Broken,UPS,0,8.7,9,74,12.2,0,0,239.02,0,0,0,0,0
23,1568,New,AU,Web Browser,MacBook,Credit Card,Sports,203.34,1,0,2023-01-16,2023-02-02,17,Defective/Broken,FedEx,0,32.5,2,22,9.1,1,1,180.49,0,0,0,0,0
23,1699,Gold,US,Web Browser,Android,Credit Card,Clothing,241.39,1,0,2023-07-28,2023-08-03,6,Changed Mind,UPS,0,3.0,0,1,0.0,0,1,204.7,0,0,0,0,0
34,1655,Bronze,US,Tablet App,Windows PC,Buy Now Pay Later,Books,36.18,0,0,2022-08-17,2022-09-01,15,Wrong Item Sent,UPS,0,32.4,6,50,12.0,1,0,35.21,0,0,0,0,0
65,1605,Platinum,GB,Web Browser,iPhone,Gift Card,Clothing,466.43,1,0,2023-10-25,2023-10-29,4,Changed Mind,DHL,1,4.1,5,19,26.3,3,4,470.09,0,0,0,0,2
69,1996,Platinum,GB,Tablet App,Windows PC,Credit Card,Tools,324.3,1,0,2022-12-11,2022-12-13,2,Not As Described,OnTrac,0,4.8,24,39,61.5,2,1,330.84,0,0,0,0,2
54,1795,New,US,Web Browser,Android,PayPal,Beauty,29.78,0,0,2023-11-17,2023-11-26,9,Defective/Broken,FedEx,0,32.3,0,5,0.0,1,1,27.48,0,0,0,0,0
38,429,Bronze,BR,Mobile App,iPad,PayPal,Electronics,231.83,1,0,2022-07-02,2022-07-04,2,Changed Mind,DHL,0,31.6,3,55,5.5,0,0,215.8,0,0,0,0,0
59,1495,Gold,FR,Mobile App,iPad,Buy Now Pay Later,Books,152.33,0,1,2022-10-31,2022-11-22,22,Wrong Item Sent,UPS,0,28.8,0,4,0.0,1,0,150.74,0,0,0,0,0
61,1231,Silver,US,Mobile App,Windows PC,Credit Card,Shoes,265.81,1,0,2022-09-04,2022-09-09,5,Arrived Late,OnTrac,0,10.3,1,24,4.2,1,0,232.07,0,0,0,0,0
28,1682,Silver,US,Tablet App,iPhone,Credit Card,Grocery,19.45,0,0,2023-02-19,2023-02-20,1,Quality Issue,OnTrac,0,56.5,0,16,0.0,1,1,16.48,0,0,0,0,0
46,1182,Silver,BR,Web Browser,iPad,Credit Card,Electronics,203.4,1,1,2023-08-02,2023-08-27,25,Quality Issue,UPS,0,33.5,0,29,0.0,1,0,164.43,0,0,0,0,0
26,1013,Silver,CA,Web Browser,iPhone,PayPal,Sports,180.25,0,1,2023-08-07,2023-08-31,24,Too Large,OnTrac,0,4.6,25,60,41.7,1,0,175.73,0,0,0,0,1
60,630,Bronze,US,Tablet App,Android,Credit Card,Electronics,140.07,0,0,2023-10-02,2023-10-19,17,Quality Issue,USPS,0,56.9,1,50,2.0,1,1,124.25,1,0,1,1,0
40,1455,Gold,AU,Mobile App,iPhone,PayPal,Electronics,260.75,1,0,2023-01-20,2023-02-09,20,Gift Duplicate,FedEx,0,7.6,1,21,4.8,0,0,211.23,0,0,0,0,0
22,1300,Silver,FR,Mobile App,MacBook,Gift Card,Home & Kitchen,37.31,0,0,2023-06-27,2023-07-27,30,Not As Described,OnTrac,0,70.9,0,3,0.0,1,0,33.14,0,0,0,0,0
49,1589,Silver,US,Web Browser,iPad,PayPal,Electronics,277.21,1,0,2022-01-29,2022-02-21,23,Not As Described,OnTrac,0,37.2,1,15,6.7,0,0,233.5,0,0,0,0,0
30,1789,Bronze,BR,Mobile App,iPhone,Credit Card,Electronics,187.52,0,1,2022-01-09,2022-01-28,19,Not As Described,USPS,0,54.6,3,63,4.8,1,0,186.44,0,0,0,0,0
26,2283,Silver,FR,Mobile App,MacBook,Credit Card,Home & Kitchen,196.46,0,0,2022-07-15,2022-08-04,20,Changed Mind,DHL,0,36.5,32,56,57.1,5,5,185.11,0,0,0,0,1
39,1370,Bronze,FR,Mobile App,Android,Credit Card,Electronics,206.79,1,0,2023-05-08,2023-05-16,8,Quality Issue,OnTrac,0,25.3,5,46,10.9,1,1,166.46,0,0,0,0,0
53,1618,Bronze,GB,Tablet App,iPad,PayPal,Clothing,62.25,0,0,2023-06-01,2023-06-10,9,Defective/Broken,FedEx,0,55.3,11,76,14.5,1,1,55.62,0,0,0,0,0
40,771,New,US,Web Browser,Android,PayPal,Shoes,148.88,0,0,2023-01-05,2023-01-23,18,Not As Described,OnTrac,0,4.4,0,8,0.0,1,1,127.03,0,0,0,0,0
30,1878,Bronze,US,Web Browser,Windows PC,Credit Card,Shoes,124.87,0,0,2022-07-29,2022-08-11,13,Gift Duplicate,USPS,0,21.7,64,99,64.6,2,1,119.33,0,0,0,0,1
47,765,Bronze,GB,Mobile App,iPhone,Buy Now Pay Later,Clothing,156.64,0,0,2023-08-30,2023-09-04,5,Defective/Broken,FedEx,0,35.6,2,68,2.9,0,0,128.49,0,0,0,0,0
69,400,Silver,US,Web Browser,Windows PC,PayPal,Clothing,602.37,1,0,2023-07-22,2023-07-25,3,Accidental Order,FedEx,0,2.7,16,43,37.2,3,1,590.66,0,0,0,0,2
40,1449,Gold,DE,Tablet App,Windows PC,Gift Card,Electronics,484.95,1,0,2022-04-11,2022-04-13,2,Changed Mind,OnTrac,0,2.9,12,27,44.4,4,2,469.96,0,0,0,0,2
46,2212,Bronze,US,Mobile App,Windows PC,Debit Card,Electronics,197.63,0,1,2023-05-05,2023-05-27,22,Changed Mind,USPS,0,53.8,2,49,4.1,0,1,196.64,0,0,0,0,0
63,431,Silver,US,Web Browser,MacBook,Crypto,Toys,110.09,0,1,2023-08-27,2023-09-20,24,Gift Duplicate,USPS,0,50.9,27,38,71.1,2,2,108.8,0,0,0,0,1
66,1659,Silver,FR,Web Browser,Windows PC,PayPal,Electronics,68.48,0,0,2023-04-28,2023-04-30,2,Found Better Price,USPS,0,25.5,90,110,81.8,2,2,67.15,0,0,0,0,1
70,934,Silver,AU,Web Browser,iPhone,Credit Card,Beauty,188.02,0,1,2023-06-22,2023-07-20,28,Too Small,UPS,0,67.3,35,46,76.1,6,4,183.21,0,0,0,0,1
44,742,Gold,US,Web Browser,MacBook,Debit Card,Shoes,111.09,0,0,2023-11-13,2023-12-11,28,Changed Mind,DHL,0,17.0,13,20,65.0,1,0,103.11,0,0,0,0,1
41,2202,New,AU,Mobile App,MacBook,Buy Now Pay Later,Beauty,174.02,0,0,2022-06-13,2022-07-08,25,Too Small,OnTrac,0,59.1,6,57,10.5,1,0,171.6,0,0,0,0,0
42,881,Bronze,CA,Web Browser,Windows PC,Debit Card,Shoes,31.16,0,0,2023-09-11,2023-09-16,5,Arrived Late,DHL,0,9.4,3,37,8.1,0,0,28.7,0,0,0,0,0
19,2005,Silver,US,Mobile App,Windows PC,Debit Card,Clothing,189.83,0,1,2022-05-03,2022-05-22,19,Defective/Broken,DHL,0,54.5,0,55,0.0,0,0,164.48,0,0,0,0,0
62,1642,Silver,FR,Tablet App,Android,Gift Card,Sports,176.04,0,0,2023-03-09,2023-03-18,9,Arrived Late,DHL,0,70.3,1,10,10.0,1,0,152.36,0,0,0,0,0
33,220,Bronze,FR,Mobile App,iPad,PayPal,Shoes,297.13,1,0,2023-01-01,2023-01-31,30,Changed Mind,UPS,0,1.1,1,56,1.8,0,1,263.92,0,0,0,0,0
64,2065,New,BR,Tablet App,MacBook,Debit Card,Electronics,256.12,1,0,2022-12-28,2023-01-01,4,Defective/Broken,USPS,0,13.0,11,79,13.9,1,1,215.72,0,0,0,0,0
66,90,Silver,US,Web Browser,Windows PC,Crypto,Clothing,100.75,0,1,2023-04-14,2023-05-06,22,Found Better Price,FedEx,0,56.9,36,53,67.9,1,5,94.0,0,0,0,0,1
27,1320,Silver,FR,Tablet App,iPad,Buy Now Pay Later,Clothing,440.87,1,1,2023-01-30,2023-02-02,3,Item Not Received,OnTrac,0,3.9,20,39,51.3,1,1,458.06,0,0,0,0,2
69,581,Gold,US,Mobile App,MacBook,Buy Now Pay Later,Beauty,238.64,1,0,2023-09-23,2023-10-21,28,Defective/Broken,UPS,0,54.8,1,58,1.7,0,1,210.96,0,0,0,0,0
22,1312,Silver,DE,Web Browser,Windows PC,Credit Card,Clothing,183.73,0,0,2022-04-23,2022-05-05,12,Too Small,FedEx,0,60.9,0,12,0.0,1,1,155.37,0,0,0,0,0
47,1390,Silver,DE,Web Browser,Android,Crypto,Home & Kitchen,268.25,1,1,2023-09-04,2023-09-30,26,Too Small,OnTrac,0,62.2,0,4,0.0,1,1,231.0,0,0,0,0,0
29,2013,Gold,FR,Mobile App,iPad,PayPal,Grocery,60.83,0,1,2022-03-11,2022-04-05,25,Defective/Broken,UPS,0,59.3,22,42,52.4,5,5,55.48,0,0,0,0,1
67,1772,Gold,US,Web Browser,Windows PC,Gift Card,Toys,251.49,1,0,2023-04-07,2023-04-26,19,Too Small,FedEx,0,43.8,0,4,0.0,0,1,220.46,0,0,0,0,0
41,1082,Bronze,US,Mobile App,Android,Credit Card,Home & Kitchen,85.89,0,0,2023-07-09,2023-08-02,24,Arrived Late,FedEx,0,43.4,6,74,8.1,1,1,77.11,0,0,0,0,0
37,456,Gold,FR,Mobile App,Windows PC,PayPal,Clothing,38.75,0,0,2022-06-18,2022-07-02,14,Too Small,USPS,0,53.2,1,12,8.3,1,1,31.76,0,0,0,0,0
55,1477,New,US,Web Browser,iPhone,Credit Card,Clothing,289.16,1,0,2023-09-27,2023-10-05,8,Too Large,USPS,0,33.3,0,21,0.0,0,0,250.57,0,0,0,0,0
67,1299,Platinum,US,Tablet App,iPad,Credit Card,Beauty,140.87,0,0,2022-01-18,2022-01-31,13,Not As Described,OnTrac,0,4.5,14,19,73.7,6,0,129.63,0,0,0,0,1
46,1553,Silver,US,Tablet App,iPad,Debit Card,Tools,121.51,0,0,2023-11-06,2023-11-08,2,Too Large,UPS,0,43.4,4,45,8.9,0,1,110.62,0,0,0,0,0
27,2019,Bronze,US,Mobile App,iPhone,PayPal,Shoes,86.27,0,0,2023-10-14,2023-10-21,7,Changed Mind,FedEx,0,26.2,1,20,5.0,0,1,82.42,0,0,0,0,0
31,2134,Silver,IN,Tablet App,Android,Debit Card,Grocery,175.51,0,0,2023-04-06,2023-04-18,12,Not As Described,USPS,0,28.8,0,28,0.0,1,0,141.97,0,0,0,0,0
32,2029,Bronze,FR,Mobile App,iPhone,PayPal,Clothing,276.36,1,0,2023-03-20,2023-04-13,24,Too Small,FedEx,0,52.1,0,8,0.0,1,0,237.8,0,0,0,0,0
64,1031,Bronze,IN,Web Browser,Windows PC,Debit Card,Electronics,211.31,1,0,2023-03-05,2023-03-28,23,Gift Duplicate,OnTrac,0,70.2,0,1,0.0,0,1,178.18,0,0,0,0,0
29,217,Silver,US,Web Browser,iPad,Credit Card,Beauty,95.37,0,0,2023-02-01,2023-02-09,8,Changed Mind,USPS,0,23.3,0,63,0.0,0,1,84.19,0,0,0,0,0
32,1284,New,AU,Tablet App,Android,Buy Now Pay Later,Home & Kitchen,165.8,0,0,2023-07-30,2023-08-17,18,Defective/Broken,USPS,0,2.7,71,99,71.7,2,3,160.29,0,0,0,0,1
20,442,Silver,AU,Tablet App,MacBook,Debit Card,Shoes,255.31,1,0,2023-03-18,2023-04-03,16,Too Small,USPS,0,32.2,8,61,13.1,1,1,253.36,0,0,0,0,0
31,2163,Bronze,BR,Mobile App,MacBook,Credit Card,Jewelry,249.4,1,0,2023-03-01,2023-03-20,19,Not As Described,DHL,0,7.1,6,60,10.0,0,0,211.7,0,0,0,0,0
59,2091,Gold,US,Mobile App,iPad,Gift Card,Clothing,328.31,1,1,2023-10-02,2023-11-07,36,Item Not Received,OnTrac,0,4.9,3,6,50.0,2,2,314.25,0,0,0,0,3
63,662,Gold,FR,Web Browser,Windows PC,Gift Card,Sports,297.12,1,1,2022-10-05,2022-10-09,4,Item Not Received,OnTrac,0,4.7,17,30,56.7,5,0,309.74,0,0,0,0,2
44,366,Bronze,IN,Web Browser,Android,PayPal,Clothing,70.64,0,1,2023-11-10,2023-12-06,26,Too Large,UPS,0,70.5,21,33,63.6,2,2,65.66,0,0,0,0,1
54,302,Bronze,FR,Mobile App,iPhone,Debit Card,Electronics,178.49,0,0,2022-08-18,2022-09-12,25,Found Better Price,UPS,0,67.2,3,24,12.5,1,1,148.53,0,0,0,0,0
18,1547,New,US,Tablet App,iPad,PayPal,Clothing,206.83,1,0,2022-07-25,2022-08-17,23,Found Better Price,DHL,0,14.2,1,39,2.6,1,0,187.23,0,0,0,0,0
46,1422,Silver,US,Web Browser,MacBook,Debit Card,Electronics,149.57,0,0,2022-06-14,2022-07-08,24,Arrived Late,USPS,0,27.9,5,51,9.8,1,0,135.63,0,0,0,0,0
54,2474,Bronze,IN,Web Browser,Android,Buy Now Pay Later,Furniture,398.14,1,1,2023-07-13,2023-08-29,47,Too Small,USPS,0,2.4,15,59,25.4,3,2,375.42,0,0,0,0,3
28,448,Silver,US,Mobile App,iPad,Crypto,Sports,89.6,0,1,2022-10-20,2022-11-14,25,Too Small,USPS,0,64.0,81,114,71.1,3,2,82.02,0,0,0,0,1
54,203,Gold,AU,Mobile App,iPhone,Buy Now Pay Later,Home & Kitchen,346.76,1,1,2022-03-25,2022-04-24,30,Too Large,OnTrac,0,4.9,30,52,57.7,3,4,334.75,0,0,0,0,3
30,1742,Bronze,BR,Mobile App,iPhone,Debit Card,Home & Kitchen,26.9,0,1,2023-03-25,2023-04-01,7,Changed Mind,OnTrac,0,67.2,82,118,69.5,4,5,24.51,0,0,0,0,1
70,467,New,GB,Web Browser,MacBook,PayPal,Furniture,272.93,1,0,2023-10-03,2023-10-05,2,Quality Issue,OnTrac,0,69.1,0,26,0.0,0,0,230.85,0,0,0,0,0
25,1623,Bronze,US,Web Browser,Android,Credit Card,Toys,111.23,0,0,2022-08-17,2022-08-19,2,Wrong Item Sent,FedEx,0,0.4,6,70,8.6,0,0,100.73,0,0,0,0,0
37,1865,New,US,Tablet App,Windows PC,Gift Card,Clothing,125.1,0,1,2023-02-08,2023-02-12,4,Too Large,DHL,0,8.9,5,58,8.6,0,1,120.82,1,0,0,1,0
27,319,Silver,US,Web Browser,Android,Buy Now Pay Later,Toys,206.02,1,1,2023-07-12,2023-08-14,33,Changed Mind,USPS,0,1.0,27,60,45.0,2,5,190.9,0,0,0,0,3
